11980
14
32197399
300
0 1 1 150 491  11 (D 0,1,1) (S 107,1,116) (S 108,116,117) (S 110,117,119) (S 109,2,117) (S 30,114,114) (S 106,113,114) (S 105,112,113) (S 101,107,110) (S 91,86,87) (D 0,1,1)
0 1 2 148 690  10 (D 0,1,1) (S 111,114,118) (S 38,118,118) (S 90,85,86) (S 26,84,84) (S 89,84,85) (S 9,82,82) (S 66,43,46) (S 65,34,45) (D 0,1,1)
0 1 3 148 490  6 (D 0,1,1) (S 104,107,112) (S 99,107,108) (S 100,108,109) (S 102,110,111) (D 0,1,1)
0 1 4 148 837  13 (D 0,1,1) (S 103,110,112) (S 98,106,107) (S 97,105,106) (S 96,104,105) (S 95,102,104) (S 76,66,67) (S 78,67,69) (S 79,69,71) (S 80,71,72) (S 77,67,68) (S 71,55,56) (D 0,1,1)
0 1 5 149 609  9 (D 0,1,1) (S 29,124,124) (S 112,124,126) (S 113,126,130) (S 88,82,84) (S 13,80,80) (S 87,80,82) (S 86,79,80) (D 0,1,1)
0 1 6 150 952  10 (D 0,1,1) (S 37,78,78) (S 85,78,79) (S 84,77,78) (S 18,46,46) (S 83,46,77) (S 33,43,43) (S 60,38,39) (S 94,97,98) (D 0,1,1)
0 1 7 149 963  9 (D 0,1,1) (S 81,72,73) (S 64,44,45) (S 57,34,139) (S 24,139,139) (S 67,33,139) (S 68,48,49) (S 53,28,29) (D 0,1,1)
0 1 8 150 904  11 (D 0,1,1) (S 73,63,64) (S 36,64,64) (S 74,64,65) (S 22,62,62) (S 72,62,63) (S 75,62,66) (S 92,95,96) (S 93,96,97) (S 70,54,55) (D 0,1,1)
0 1 9 149 708  7 (D 0,1,1) (S 63,43,44) (S 82,44,73) (S 10,37,37) (S 62,37,43) (S 58,36,37) (D 0,1,1)
0 1 10 146 1119  9 (D 0,1,1) (S 1,36,36) (S 59,36,38) (S 4,38,38) (S 61,39,40) (S 6,49,49) (S 114,55,140) (S 54,28,30) (D 0,1,1)
0 1 11 149 1037  9 (D 0,1,1) (S 69,49,140) (S 15,11,11) (S 56,11,33) (S 45,11,12) (S 46,12,13) (S 14,13,13) (S 48,20,22) (D 0,1,1)
0 1 12 148 1007  8 (D 0,1,1) (S 115,11,27) (S 52,27,28) (S 19,30,30) (S 55,30,32) (S 51,25,27) (S 50,24,25) (D 0,1,1)
0 1 13 139 1165  7 (D 0,1,1) (S 47,13,14) (S 7,20,20) (S 49,20,24) (S 43,8,9) (S 42,6,8) (D 0,1,1)
0 1 14 143 1008  6 (D 0,1,1) (S 44,8,11) (S 5,5,5) (S 41,5,6) (S 32,6,6) (D 0,1,1)
