11001
26
16947500
400
0 1 1 1490 297  7 (D 0,1,1) (S 43,22,30) (S 58,30,31) (S 60,31,32) (S 46,32,24) (S 27,24,14) (D 0,1,1)
0 1 2 1492 279  5 (D 0,1,1) (S 42,22,23) (S 26,23,13) (S 18,11,10) (D 0,1,1)
0 1 3 1516 154  5 (D 0,1,1) (S 40,22,21) (S 32,21,17) (S 22,17,11) (D 0,1,1)
0 1 4 1521 364  7 (D 0,1,1) (S 24,22,12) (S 10,12,5) (S 7,5,4) (S 5,4,3) (S 3,3,2) (D 0,1,1)
0 1 5 1472 295  5 (D 0,1,1) (S 59,30,39) (S 75,39,40) (S 77,40,41) (D 0,1,1)
0 1 6 1569 430  8 (D 0,1,1) (S 55,30,29) (S 57,29,38) (S 71,38,37) (S 70,37,36) (S 68,36,35) (S 84,44,47) (D 0,1,1)
0 1 7 1521 371  6 (D 0,1,1) (S 44,23,24) (S 63,32,41) (S 79,41,52) (S 91,52,51) (D 0,1,1)
0 1 8 1518 427  6 (D 0,1,1) (S 45,23,31) (S 61,31,40) (S 78,40,51) (S 56,37,29) (D 0,1,1)
0 1 9 1530 255  6 (D 0,1,1) (S 31,21,16) (S 30,16,17) (S 37,21,20) (S 29,20,15) (D 0,1,1)
0 1 10 1483 323  6 (D 0,1,1) (S 41,21,29) (S 53,29,28) (S 51,28,27) (S 52,27,36) (D 0,1,1)
0 1 11 1507 301  5 (D 0,1,1) (S 21,12,11) (S 8,11,4) (S 9,5,6) (D 0,1,1)
0 1 12 1443 582  7 (D 0,1,1) (S 23,12,13) (S 12,13,6) (S 11,6,7) (S 20,10,16) (S 17,9,19) (D 0,1,1)
0 1 13 1502 574  6 (D 0,1,1) (S 28,16,15) (S 19,15,10) (S 6,10,3) (S 48,25,33) (D 0,1,1)
0 1 14 1553 356  5 (D 0,1,1) (S 73,39,38) (S 74,38,49) (S 88,49,48) (D 0,1,1)
0 1 15 1516 648  6 (D 0,1,1) (S 76,39,50) (S 90,50,51) (S 62,40,32) (S 47,26,25) (D 0,1,1)
0 1 16 1548 586  6 (D 0,1,1) (S 25,13,14) (S 13,14,7) (S 16,10,9) (S 14,9,8) (D 0,1,1)
0 1 17 1502 346  5 (D 0,1,1) (S 39,29,20) (S 38,20,28) (S 49,27,26) (D 0,1,1)
0 1 18 1483 471  5 (D 0,1,1) (S 35,20,19) (S 33,19,18) (S 80,42,43) (D 0,1,1)
0 1 19 1553 434  5 (D 0,1,1) (S 54,28,37) (S 72,37,48) (S 87,48,47) (D 0,1,1)
0 1 20 1455 506  5 (D 0,1,1) (S 89,50,49) (S 86,47,46) (S 85,46,45) (D 0,1,1)
0 1 21 1564 399  5 (D 0,1,1) (S 36,19,26) (S 50,26,35) (S 66,35,34) (D 0,1,1)
0 1 22 1413 648  5 (D 0,1,1) (S 4,9,2) (S 1,2,1) (S 83,43,46) (D 0,1,1)
0 1 23 1533 591  5 (D 0,1,1) (S 15,18,8) (S 2,8,1) (S 64,33,34) (D 0,1,1)
0 1 24 1093 471  4 (D 0,1,1) (S 34,18,25) (S 65,33,42) (D 0,1,1)
0 1 25 1058 409  4 (D 0,1,1) (S 69,35,44) (S 82,44,43) (D 0,1,1)
0 1 26 1253 484  4 (D 0,1,1) (S 67,34,43) (S 81,42,45) (D 0,1,1)
