9337
12
28553799
200
0 1 1 1857 558  10 (D 0,1,1) (S 114,95,84) (S 44,84,84) (S 109,84,96) (S 108,84,70) (S 102,70,83) (S 43,83,83) (S 130,131,132) (S 126,125,124) (D 0,1,1)
0 1 2 1870 499  13 (D 0,1,1) (S 96,61,62) (S 32,62,62) (S 97,63,50) (S 27,50,50) (S 92,50,51) (S 28,51,51) (S 33,64,64) (S 98,64,77) (S 105,77,76) (S 40,76,76) (S 111,91,79) (D 0,1,1)
0 1 3 1857 1097  12 (D 0,1,1) (S 103,73,60) (S 95,60,61) (S 89,37,38) (S 90,38,37) (S 12,27,27) (S 88,27,28) (S 13,28,28) (S 84,15,14) (S 94,53,52) (S 128,127,128) (D 0,1,1)
0 1 4 1851 468  11 (D 0,1,1) (S 51,99,99) (S 115,99,98) (S 50,98,98) (S 39,75,75) (S 104,75,74) (S 38,74,74) (S 81,72,59) (S 34,65,65) (S 100,65,78) (D 0,1,1)
0 1 5 1847 699  9 (D 0,1,1) (S 52,100,100) (S 117,100,101) (S 53,101,101) (S 110,90,78) (S 99,65,52) (S 93,52,51) (S 85,17,8) (D 0,1,1)
0 1 6 1865 848  9 (D 0,1,1) (S 116,100,89) (S 118,104,115) (S 59,116,116) (S 123,116,129) (S 129,129,128) (S 60,117,117) (S 133,138,128) (D 0,1,1)
0 1 7 1863 566  11 (D 0,1,1) (S 121,110,111) (S 132,136,137) (S 72,137,137) (S 141,147,146) (S 140,145,144) (S 77,144,144) (S 139,144,134) (S 58,114,114) (S 122,114,113) (D 0,1,1)
0 1 8 1828 525  9 (D 0,1,1) (S 55,108,108) (S 120,108,109) (S 56,109,109) (S 119,108,95) (S 70,133,133) (S 131,133,143) (S 76,143,143) (D 0,1,1)
0 1 9 1859 1033  12 (D 0,1,1) (S 74,140,140) (S 135,140,141) (S 136,141,131) (S 64,123,123) (S 125,123,111) (S 127,126,137) (S 75,142,142) (S 137,142,132) (S 69,132,132) (S 112,93,82) (D 0,1,1)
0 1 10 1771 1444  7 (D 0,1,1) (S 134,140,118) (S 138,142,141) (S 124,117,106) (S 113,93,106) (S 107,82,69) (D 0,1,1)
0 1 11 1794 642  8 (D 0,1,1) (S 80,4,3) (S 2,3,3) (S 82,4,5) (S 3,5,5) (S 86,19,18) (S 91,42,41) (D 0,1,1)
0 1 12 1866 958  9 (D 0,1,1) (S 101,69,56) (S 106,81,80) (S 42,80,80) (S 10,20,20) (S 87,20,11) (S 6,12,12) (S 83,12,21) (D 0,1,1)
