377
10
824299
100
0 1 1 27 50  8 (D 0,1,1) (S 19,1,19) (S 42,1,17) (S 27,15,17) (S 15,15,20) (S 25,21,22) (S 46,25,26) (D 0,1,1)
0 1 2 27 29  8 (D 0,1,1) (S 31,1,24) (S 23,24,27) (S 4,8,8) (S 12,8,3) (S 36,3,6) (S 29,4,19) (D 0,1,1)
0 1 3 27 19  7 (D 0,1,1) (S 10,1,3) (S 17,3,4) (S 2,4,4) (S 20,4,12) (S 11,12,2) (D 0,1,1)
0 1 4 27 26  6 (D 0,1,1) (S 26,1,27) (S 37,8,9) (S 28,5,6) (S 3,6,6) (D 0,1,1)
0 1 5 27 42  7 (D 0,1,1) (S 30,1,15) (S 14,13,14) (S 6,14,14) (S 44,14,18) (S 18,21,25) (D 0,1,1)
0 1 6 27 54  8 (D 0,1,1) (S 40,12,19) (S 43,12,13) (S 47,13,15) (S 13,14,20) (S 32,20,21) (S 38,22,25) (D 0,1,1)
0 1 7 25 35  6 (D 0,1,1) (S 33,4,5) (S 21,5,9) (S 22,4,6) (S 45,6,8) (D 0,1,1)
0 1 8 25 61  5 (D 0,1,1) (S 39,6,9) (S 24,7,11) (S 34,18,21) (D 0,1,1)
0 1 9 24 37  5 (D 0,1,1) (S 8,23,23) (S 16,23,21) (S 41,18,25) (D 0,1,1)
0 1 10 6 24  3 (D 0,1,1) (S 35,22,23) (D 0,1,1)
