9583
26
20981700
300
0 1 1 1634 346  9 (D 0,1,1) (S 6,1,16) (S 2,16,16) (S 32,16,17) (S 34,17,18) (S 20,18,9) (S 102,19,20) (S 52,27,36) (D 0,1,1)
0 1 2 1618 493  9 (D 0,1,1) (S 5,1,2) (S 7,2,3) (S 9,3,4) (S 11,4,5) (S 40,21,30) (S 99,7,14) (S 35,17,26) (D 0,1,1)
0 1 3 1644 339  8 (D 0,1,1) (S 33,16,25) (S 3,25,25) (S 49,25,34) (S 65,34,35) (S 106,34,43) (S 94,51,52) (D 0,1,1)
0 1 4 1601 189  5 (D 0,1,1) (S 8,2,9) (S 19,9,10) (S 100,10,11) (D 0,1,1)
0 1 5 1636 396  7 (D 0,1,1) (S 10,3,10) (S 21,10,19) (S 36,19,18) (S 22,20,10) (S 107,37,38) (D 0,1,1)
0 1 6 1495 260  6 (D 0,1,1) (S 48,25,26) (S 104,26,27) (S 105,27,18) (S 37,19,28) (D 0,1,1)
0 1 7 1641 260  6 (D 0,1,1) (S 12,4,11) (S 23,11,20) (S 39,20,29) (S 51,28,27) (D 0,1,1)
0 1 8 1637 268  6 (D 0,1,1) (S 13,4,12) (S 1,12,12) (S 15,12,5) (S 24,12,21) (D 0,1,1)
0 1 9 1600 338  6 (D 0,1,1) (S 50,26,35) (S 67,35,44) (S 82,44,51) (S 95,52,53) (D 0,1,1)
0 1 10 1611 312  6 (D 0,1,1) (S 14,5,6) (S 16,6,13) (S 26,13,14) (S 41,23,22) (D 0,1,1)
0 1 11 1640 369  7 (D 0,1,1) (S 38,20,21) (S 25,12,22) (S 42,22,31) (S 57,31,30) (S 56,29,38) (D 0,1,1)
0 1 12 1624 396  6 (D 0,1,1) (S 66,35,36) (S 69,36,45) (S 81,45,44) (S 96,53,54) (D 0,1,1)
0 1 13 1570 441  6 (D 0,1,1) (S 79,43,44) (S 93,51,50) (S 80,50,43) (S 89,47,54) (D 0,1,1)
0 1 14 1576 368  6 (D 0,1,1) (S 54,28,37) (S 68,37,36) (S 83,45,46) (S 87,46,53) (D 0,1,1)
0 1 15 1614 320  6 (D 0,1,1) (S 53,28,29) (S 55,29,30) (S 4,30,30) (S 58,30,39) (D 0,1,1)
0 1 16 1577 463  7 (D 0,1,1) (S 27,13,22) (S 103,22,21) (S 59,31,40) (S 76,40,48) (S 91,48,55) (D 0,1,1)
0 1 17 1597 431  5 (D 0,1,1) (S 70,37,46) (S 85,46,47) (S 97,54,55) (D 0,1,1)
0 1 18 1499 361  5 (D 0,1,1) (S 71,38,39) (S 74,39,40) (S 75,40,41) (D 0,1,1)
0 1 19 1542 478  7 (D 0,1,1) (S 73,38,47) (S 88,47,48) (S 90,48,49) (S 92,49,56) (S 98,56,55) (D 0,1,1)
0 1 20 1639 334  5 (D 0,1,1) (S 72,38,46) (S 86,46,52) (S 84,52,45) (D 0,1,1)
0 1 21 1628 358  6 (D 0,1,1) (S 17,7,8) (S 18,8,15) (S 28,15,14) (S 29,14,23) (D 0,1,1)
0 1 22 1601 390  5 (D 0,1,1) (S 43,22,32) (S 62,32,41) (S 64,42,33) (D 0,1,1)
0 1 23 1598 460  7 (D 0,1,1) (S 101,14,6) (S 30,14,24) (S 47,24,33) (S 60,33,32) (S 46,32,24) (D 0,1,1)
0 1 24 1469 407  5 (D 0,1,1) (S 44,23,24) (S 31,24,15) (S 45,23,32) (D 0,1,1)
0 1 25 1323 442  5 (D 0,1,1) (S 61,32,40) (S 77,41,42) (S 78,42,49) (D 0,1,1)
0 1 26 588 364  3 (D 0,1,1) (S 63,32,42) (D 0,1,1)
