19339
27
22233800
200
0 1 1 129 563  9 (D 0,1,1) (S 31,1,2) (S 32,2,3) (S 33,2,4) (S 34,4,5) (S 36,5,7) (S 90,50,52) (S 125,21,51) (D 0,1,1)
0 1 2 129 486  6 (D 0,1,1) (S 112,4,69) (S 17,59,59) (S 111,59,69) (S 91,51,53) (D 0,1,1)
0 1 3 128 468  8 (D 0,1,1) (S 35,5,6) (S 37,7,8) (S 3,8,8) (S 38,8,9) (S 24,9,9) (S 121,12,76) (D 0,1,1)
0 1 4 129 549  9 (D 0,1,1) (S 39,9,10) (S 40,10,11) (S 41,11,12) (S 20,12,12) (S 42,12,16) (S 44,13,14) (S 45,14,15) (D 0,1,1)
0 1 5 129 570  7 (D 0,1,1) (S 100,58,59) (S 110,58,69) (S 102,58,60) (S 104,60,62) (S 108,62,66) (D 0,1,1)
0 1 6 127 473  8 (D 0,1,1) (S 25,44,44) (S 81,44,45) (S 11,45,45) (S 82,45,46) (S 83,44,46) (S 87,47,49) (D 0,1,1)
0 1 7 128 548  10 (D 0,1,1) (S 126,44,59) (S 30,46,46) (S 84,46,47) (S 85,47,48) (S 88,49,50) (S 92,52,53) (S 23,53,53) (S 93,52,54) (D 0,1,1)
0 1 8 129 760  7 (D 0,1,1) (S 101,11,59) (S 127,60,67) (S 96,55,56) (S 79,42,43) (S 74,39,40) (D 0,1,1)
0 1 9 129 485  4 (D 0,1,1) (S 86,11,48) (S 19,48,48) (D 0,1,1)
0 1 10 128 816  7 (D 0,1,1) (S 103,60,61) (S 6,62,62) (S 105,62,63) (S 106,63,64) (S 55,22,24) (D 0,1,1)
0 1 11 129 635  7 (D 0,1,1) (S 128,62,67) (S 7,67,67) (S 14,56,56) (S 98,42,57) (S 77,40,41) (D 0,1,1)
0 1 12 127 705  10 (D 0,1,1) (S 89,49,51) (S 27,51,51) (S 53,21,22) (S 4,22,22) (S 54,22,75) (S 57,25,75) (S 58,25,26) (S 122,20,76) (D 0,1,1)
0 1 13 129 795  8 (D 0,1,1) (S 10,76,76) (S 124,76,77) (S 12,77,77) (S 46,13,77) (S 116,72,73) (S 115,71,73) (D 0,1,1)
0 1 14 128 907  7 (D 0,1,1) (S 109,66,68) (S 16,68,68) (S 107,63,65) (S 75,35,39) (S 72,37,38) (D 0,1,1)
0 1 15 126 1130  6 (D 0,1,1) (S 18,57,57) (S 99,57,58) (S 97,42,56) (S 114,71,72) (D 0,1,1)
0 1 16 128 722  5 (D 0,1,1) (S 29,43,43) (S 80,43,44) (S 76,35,41) (D 0,1,1)
0 1 17 128 682  7 (D 0,1,1) (S 22,24,24) (S 94,24,53) (S 56,24,25) (S 63,25,29) (S 15,28,28) (D 0,1,1)
0 1 18 130 961  7 (D 0,1,1) (S 119,56,67) (S 1,41,41) (S 78,41,42) (S 73,37,39) (S 67,32,33) (D 0,1,1)
0 1 19 127 594  6 (D 0,1,1) (S 51,18,20) (S 49,18,19) (S 95,19,50) (S 26,50,50) (D 0,1,1)
0 1 20 130 811  5 (D 0,1,1) (S 118,18,72) (S 117,73,74) (S 123,15,77) (D 0,1,1)
0 1 21 129 902  8 (D 0,1,1) (S 50,19,20) (S 52,19,21) (S 59,23,26) (S 60,26,27) (S 61,26,28) (S 64,30,31) (D 0,1,1)
0 1 22 120 627  6 (D 0,1,1) (S 13,13,13) (S 43,13,16) (S 21,16,16) (S 47,15,17) (D 0,1,1)
0 1 23 111 914  6 (D 0,1,1) (S 48,15,18) (S 120,23,75) (S 65,23,31) (S 62,28,29) (D 0,1,1)
0 1 24 128 932  5 (D 0,1,1) (S 66,31,32) (S 68,32,34) (S 70,33,36) (D 0,1,1)
0 1 25 86 734  3 (D 0,1,1) (S 69,32,35) (D 0,1,1)
0 1 26 75 752  3 (D 0,1,1) (S 71,33,37) (D 0,1,1)
0 1 27 96 818  4 (D 0,1,1) (S 28,70,70) (S 113,70,71) (D 0,1,1)
