10723
13
13970300
300
0 1 1 304 710  15 (D 0,1,1) (S 41,1,2) (S 42,2,3) (S 93,3,2) (S 43,2,4) (S 94,4,2) (S 92,2,1) (S 44,4,5) (S 95,5,4) (S 36,69,69) (S 137,69,59) (S 71,50,52) (S 122,52,50) (S 141,51,21) (D 0,1,1)
0 1 2 304 705  12 (D 0,1,1) (S 87,4,69) (S 136,69,58) (S 24,58,58) (S 76,58,59) (S 34,59,59) (S 86,59,69) (S 138,69,4) (S 64,44,45) (S 72,52,54) (S 90,21,51) (D 0,1,1)
0 1 3 305 798  14 (D 0,1,1) (S 127,59,58) (S 85,58,69) (S 142,59,44) (S 65,44,46) (S 116,46,44) (S 91,44,59) (S 128,59,11) (S 17,11,11) (S 46,11,12) (S 47,12,16) (S 49,13,14) (S 123,54,52) (D 0,1,1)
0 1 4 304 736  12 (D 0,1,1) (S 45,9,10) (S 5,10,10) (S 96,10,9) (S 77,11,59) (S 78,58,60) (S 80,60,62) (S 83,62,66) (S 134,66,62) (S 131,62,60) (S 81,62,63) (D 0,1,1)
0 1 5 305 854  11 (D 0,1,1) (S 126,58,57) (S 26,57,57) (S 125,57,42) (S 74,42,57) (S 75,57,58) (S 129,60,58) (S 79,60,61) (S 11,61,61) (S 82,63,65) (D 0,1,1)
0 1 6 305 718  12 (D 0,1,1) (S 114,44,43) (S 28,43,43) (S 63,43,44) (S 6,45,45) (S 115,45,44) (S 66,46,47) (S 68,47,49) (S 69,49,50) (S 120,50,49) (S 89,20,76) (D 0,1,1)
0 1 7 300 708  17 (D 0,1,1) (S 67,47,48) (S 7,48,48) (S 118,48,47) (S 117,47,46) (S 37,49,49) (S 119,49,47) (S 70,49,51) (S 121,51,49) (S 55,21,22) (S 21,22,22) (S 106,22,21) (S 105,21,19) (S 40,19,19) (S 53,19,20) (S 140,76,20) (D 0,1,1)
0 1 8 301 886  13 (D 0,1,1) (S 30,12,12) (S 97,12,11) (S 104,20,19) (S 54,19,21) (S 56,22,75) (S 139,75,23) (S 2,23,23) (S 88,23,75) (S 107,75,22) (S 99,16,13) (S 100,14,13) (D 0,1,1)
0 1 9 295 993  13 (D 0,1,1) (S 130,61,60) (S 84,66,68) (S 31,68,68) (S 135,68,66) (S 14,63,63) (S 132,63,62) (S 38,65,65) (S 133,65,63) (S 124,56,55) (S 73,55,56) (S 113,41,35) (D 0,1,1)
0 1 10 303 778  11 (D 0,1,1) (S 39,16,16) (S 98,16,12) (S 102,18,15) (S 32,15,15) (S 50,15,17) (S 101,17,15) (S 51,15,18) (S 52,18,19) (S 103,19,18) (D 0,1,1)
0 1 11 303 1137  10 (D 0,1,1) (S 16,13,13) (S 48,13,16) (S 57,23,31) (S 108,31,23) (S 58,31,32) (S 59,32,33) (S 110,33,32) (S 60,32,34) (D 0,1,1)
0 1 12 282 880  7 (D 0,1,1) (S 62,35,41) (S 23,41,41) (S 112,35,32) (S 109,32,31) (S 61,32,35) (D 0,1,1)
0 1 13 64 820  4 (D 0,1,1) (S 15,34,34) (S 111,34,32) (D 0,1,1)
